id;date;text;hashtags;user_name;user_location;user_description;user_created;user_followers;user_friends;user_favourites;source
1,35E+18;10/01/2021 16:14;Tak Kenal maka Tak Kebal. Vaksin menjadi bukti manusia berjuang menjaga eksistensinya di dunia ini. Vaksin juga men? https://t.co/tQ97R12mXs;;DiskominfoKotaBogor;Kota Bogor - Jawa Barat;Akun twitter resmi Dinas Komunikasi dan Informatika (DISKOMINFO) Kota Bogor | IG : kominfo bogor;06/05/2014 2:08;4617;203;38;Twitter for iPhone
1,35E+18;10/01/2021 16:33;Sistem satu data mendukung Vaksinasi di Indonesia #Vaksin #Covid19 #CoronaVirus #Kesehatan https://t.co/gqyLHMdhOh;['Vaksin', 'Covid19', 'CoronaVirus', 'Kesehatan'];Indah Nur Hidayah;;;25/11/2020 3:24;10;22;38;Twitter Web App
1,35E+18;11/01/2021 0:24;Apa Perbedaan Vaksin China Sinovac dan Sinopharm serta Merek Lain? #Vaksin #Perusahaanfarmasi #Virus #Farmasi? https://t.co/rJ2Ltk3vGz;['Vaksin', 'Perusahaanfarmasi', 'Virus', 'Farmasi'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 0:30;Dua Lagi Obat yang Dapat Selamatkan Nyawa Pasien COVID-19 Ditemukan #Infus #Virus #Wabah #Radang #Vaksin? https://t.co/QKrbcMVHwn;['Infus', 'Virus', 'Wabah', 'Radang', 'Vaksin'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 1:00;Vaksin buatan Tiongkok kembali dipertanyakan, orang tua tidak boleh suntik!;;;;;;;;;
1,35E+18;11/01/2021 1:07;Kabar Duka, Dokter Pribadi Paus Fransiskus Meninggal Akibat Covid-19 #Vatikan #PausFransiskus #Vaksinasi #Italia? https://t.co/hU2TsTDtvi;['Vatikan', 'PausFransiskus', 'Vaksinasi', 'Italia'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 1:41;Masker bekas rawan tertular virus. Pakai masker baru utk mencegah secara maksimal penularan virus covid-19.? https://t.co/TF6sHl4GFd;;Randy Aldino;;Pemuda melek politik;16/03/2018 15:05;1776;1959;7795;Twitter for Android
1,35E+18;11/01/2021 1:59;27 wakil supervisor kab/kota sudah terlatih, 67 rumah sakit umum di 27 kabupaten/kota sudah terlatih, 18 RS TNI, Po? https://t.co/7yOtPQWOdW;;BP2D Jabar | #75TahunJabar;Jl. Kawaluyaan Indah Raya No 6;Badan Penelitian dan Pengembangan Daerah Provinsi Jawa Barat | bp2d@jabarprov.go.id | (022) 87328066;;;;;
1,35E+18;11/01/2021 2:04;Mengenal Vaksin Covid-19 !!;;;;;;;;;
1,35E+18;11/01/2021 2:07;Top News Koran Rakyat Merdeka;;;;;;;;;
1,35E+18;11/01/2021 2:11;Lawan #COVID19 dengan #solidaritas bukan stigma.;;;;;;;;;
1,35E+18;11/01/2021 2:11;Vaksinasi Covid-19 segera dimulai, tetap jaga protokol kesehatan.;;;;;;;;;
1,35E+18;11/01/2021 2:13;Sampurasun wargi jabar ??;;;;;;;;;
1,35E+18;11/01/2021 2:18;Aceh Salah Satu Provinsi Yang Menerapkan Syariat Islam Bagi Warganya Hingga Saat Ini Dan Merekapun Sangat Tegas Men? https://t.co/xD9d8ur3zE;;Idn_Zellix;swiss;?Ketakutan Adalah Cara Yang Hebat Untuk Mengontrol Rakyat;;;;;
1,35E+18;11/01/2021 2:24;Mari siapkan diri untuk vaksinasi saat vaksin siap.;;;;;;;;;
1,35E+18;11/01/2021 2:28;Vaksinya halal yaa;;;;;;;;;
1,35E+18;11/01/2021 2:28;Menjadi orang pertama yang di suntik;;;;;;;;;
1,35E+18;11/01/2021 2:29;Lebih baik mencegah toh;;;;;;;;;
1,35E+18;11/01/2021 2:30;Sudah mendapat status halal yaa;;;;;;;;;
1,35E+18;11/01/2021 2:30;Simak yang boleh dan tidak;;;;;;;;;
1,35E+18;11/01/2021 2:43;Video Tenaga Kesehatan Tolak Vaksin Covid-19 Viral #Vaksin #Vaksinasi #AntibodiD #idi #TenagaKesehatan? https://t.co/jEGVT2utr2;['Vaksin', 'Vaksinasi', 'AntibodiD', 'idi', 'TenagaKesehatan'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 2:49;Jadi, #SobatBP sudah terima SMS dari Kemenkes sebagai salah satu penerima vaksin?;;;;;;;;;
1,35E+18;11/01/2021 2:58;Top News Koran Rakyat Merdeka;;;;;;;;;
1,35E+18;11/01/2021 3:06;Hallo Teman Muda!;;;;;;;;;
1,35E+18;11/01/2021 3:12;Top News Koran Rakyat Merdeka;;;;;;;;;
1,35E+18;11/01/2021 3:57;Berharap Tak Muncul Lagi Gelombang Pandemi, Tiongkok Gratiskan Vaksin Covid-19 untuk Warganya;;;;;;;;;
1,35E+18;11/01/2021 4:15;Hari Ini BPOM Putuskan Izin Darurat Vaksin Corona Sinovac #Vaksin #Vaksinasi #BadanPOM #Virus #Plasebo? https://t.co/B6sYgsZwxC;['Vaksin', 'Vaksinasi', 'BadanPOM', 'Virus', 'Plasebo'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 4:45;Bagi kita mendengar kata-kata #Vaksin tentu sesuatu hal yang biasa saja, tetapi bagi yang memiliki pengalaman seper? https://t.co/Y0kvNKbTIV;['Vaksin'];edi yang biru;Lampung Selatan, Lampung;instagram : https://t.co/ua3zDKXNUw;;;;;
1,35E+18;11/01/2021 4:48;Dosen FISS UNPAS aing ini. Mantap pak @budi_dalton ?? #Vaksin https://t.co/Co5ymTspJi;['Vaksin'];Fedy F. Sarabiana;Bandung - I N D O N E S I A;;22/12/2009 6:44;304;237;471;Twitter for Android
1,35E+18;11/01/2021 5:49;POSITIF COVID-19! GUBERNUR JATIM TAK PERLU DIVAKSIN;;;;;;;;;
1,35E+18;11/01/2021 6:12;Mentri Koordinator (Menko) Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan memastikan program vaksinasi CO? https://t.co/HuHt3R7MLo;;Redaksi Sinar Harapan;Jakarta, Indonesia;Twitter resmi https://t.co/zGbqdW3ULd;;;;;
1,35E+18;11/01/2021 6:39;Siap demam lur? ??;;;;;;;;;
1,35E+18;11/01/2021 6:50;Pemerintah Indonesia diwakili Menteri Kesehatan Budi Gunadi Sadikin dan Menteri Keuangan  Sri Mulyani telah menanda? https://t.co/Giqe0PvvDu;;NETRALNEWS;Jakarta Capital Region, Indone;Akun Resmi https://t.co/9YQ7Wv9dd8;;;;;
1,35E+18;11/01/2021 6:54;Catat! Orang Dengan Kondisi Kesehatan Ini Tidak Bisa Dapat Vaksin Covid-19 #Vaksin #Vaksinasi #TERAPI? https://t.co/UovQCLPnqb;['Vaksin', 'Vaksinasi', 'TERAPI'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;
1,35E+18;11/01/2021 6:59;Part. VII;;;;;;;;;
1,35E+18;11/01/2021 7:12;#SobatHalalMUI, meski vaksin produksi Sinovac halal tlh difatwakan halal dan suci, namun penggunaannya masih menung? https://t.co/7RibDb43x6;['SobatHalalMUI'];Halal Indonesia #LPPOMMUISiap;indonesia;Official Twitter by LPPOM MUI;;;;;
1,35E+18;11/01/2021 7:15;MUI Pusat telah menetapkan bahwa vaksin COVID-19 produksi Sinovac halal dan suci.;;;;;;;;;
1,35E+18;11/01/2021 7:15;Badan Penyelenggara Jaminan Produk Halal (BPJPH) masih menunggu penetapan dari Komisi Fatwa Majelis Ulama Indonesia? https://t.co/3jJ0cDv9xj;;PoskotaJateng;Semarang-Indonesia;Follow=Follback;;;;;
1,35E+18;11/01/2021 7:28;percaya vaksin akhiri pandemi;;;;;;;;;
1,35E+18;11/01/2021 7:46;Ayo Dukung!! Hidup sehat tanpa Covid-19 dengan melakukan vaksinasi covid-19 #vaksinasi https://t.co/1bcPaoTNmO;['vaksinasi'];Geisha Ayu;;;10/12/2020 5:21;16;32;9;Twitter for iPad
1,35E+18;11/01/2021 7:46;Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal n sucinya #vaksinasi https://t.co/VGCYWNRzAQ;['vaksinasi'];Mia Amelia;;;10/12/2020 7:46;17;46;17;Twitter for Mac
1,35E+18;11/01/2021 7:47;yuks suport !!hidupku sehad tnpa Covid-19 dngan mlkukn vaksinasi covid-19 #vaksinasi https://t.co/C4KBel70aQ;['vaksinasi'];Deandra Putri;;;10/12/2020 5:26;27;34;9;Twitter for Mac
1,35E+18;11/01/2021 7:47;yuks dkung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/bpiqbkortp;['vaksinasi'];Jihan Keisha;;yuk mutualann;09/12/2020 7:20;11;31;12;Twitter for iPad
1,35E+18;11/01/2021 7:47;necis ustazah Republik Indonesia yakinkan vaksin covid-19 dari sinovac resmi dan sakral #vaksinasi https://t.co/K1heB5DEhn;['vaksinasi'];Sukma Putri;;gaboleh sombong;10/12/2020 3:45;13;28;11;Twitter for Mac
1,35E+18;11/01/2021 7:48;yuk bopong !!membesar waras minus covid-19 dengan melayani vaksinasi covid-19 #vaksinasi https://t.co/RvlhnrurxR;['vaksinasi'];Rania Putri;;be happy;10/12/2020 6:41;19;30;18;Twitter for iPad
1,35E+18;11/01/2021 7:48;yuk bopong !agenda vaksinasi covid-19 biar orang Provinsi Sumatera Utara percuma dari covid-19 #vaksinasi https://t.co/hEPrVEffEY;['vaksinasi'];Rina Ayu;;;09/12/2020 7:57;1;1;3;Twitter for Mac
1,35E+18;11/01/2021 7:48;Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal dn sucinya #vaksinasi https://t.co/byJ4BWRgcP;['vaksinasi'];Syasqia Ayu;;jangan lupa follback;10/12/2020 3:49;24;50;11;Twitter for Mac
1,35E+18;11/01/2021 7:48;ayok support !!hidupku damang tampa Covid-19 dgan melakukn vaksinasi covid-19 #vaksinasi https://t.co/hijXVOGA7m;['vaksinasi'];Jeihani Putri;;;10/12/2020 6:49;15;37;13;Twitter for Mac
1,35E+18;11/01/2021 7:49;nyok dkng !prgrm vaksinasi covid-19 spya wrga Sumut bbs dri covid-19 #vaksinasi https://t.co/Ca0viN8ilx;['vaksinasi'];Ajeng Sunthi;;follback ya;09/12/2020 8:04;24;33;15;Twitter for Mac
1,35E+18;11/01/2021 7:49;Soal Distribusi #Vaksin di #salatiga , Ketua DPRD Ingin Ada Simulasi #KlikRMOL;;;;;;;;;
1,35E+18;11/01/2021 7:49;marilah gendong !tata olah vaksinasi covid-19 biar kelompok Sumut sukarela dari covid-19 #vaksinasi https://t.co/oFdqOdrUSS;['vaksinasi'];Erni Putri;;;09/12/2020 8:26;6;28;8;Twitter for iPad
1,35E+18;11/01/2021 7:50;marilah bawa !!berjiwa bugar minus covid-19 dengan mengadakan vaksinasi covid-19 #vaksinasi https://t.co/zGhi5xc1e6;['vaksinasi'];Zara Ayu;;be happy;10/12/2020 7:20;22;55;13;Twitter for Mac
1,35E+18;11/01/2021 7:50;ayok dkng !!hidupku sehad tampa Covid-19 dgn mlkukn vaksinasi covid-19 #vaksinasi https://t.co/pHHSJt4OZp;['vaksinasi'];Syifa Tiana;jakarta;everything gona be alright;16/09/2020 3:19;25;27;0;Twitter for Mac
1,35E+18;11/01/2021 7:50;cantik rohaniwan RI yakinkan vaksin covid-19 dari sinovac resmi dan nirmala #vaksinasi https://t.co/qa91nsAh6r;['vaksinasi'];Hanifah Putri;;aku cantik fix no debat;10/12/2020 4:50;57;107;17;Twitter for Mac
1,35E+18;11/01/2021 7:51;#vaksinasi #kankerserviks #kanker #HPV Sering dengar kanker serviks? Begini penjelasan lengkapnya!;;;;;;;;;
1,35E+18;11/01/2021 7:51;ayoo ndukung !prgrm vaksinasi covid-19 spya wargi Sumut bbs dri covid-19 #vaksinasi https://t.co/Ff7eBjmm5P;['vaksinasi'];Gina Amelia;;isiin dong;11/12/2020 10:12;20;44;10;Twitter for Mac
1,35E+18;11/01/2021 7:51;silAkan gendong !!bernapas afiat sonder covid-19 dengan melaksanAkan vaksinasi covid-19 #vaksinasi https://t.co/W3J9t1SSdN;['vaksinasi'];Cika maulani;;Kita semua mahluk fana. Dan semua yang kita kira kita miliki, bisa direnggut dalam sekejap mata.;30/09/2020 8:19;8;32;36;Twitter for Mac
1,35E+18;11/01/2021 7:52;nyok suport !!hdup shat tampa Covid-19 dngan melakukn vaksinasi covid-19 #vaksinasi https://t.co/zoPQQaDLfg;['vaksinasi'];Hanin Dita;;Melepaskan lebih baik dari pada mempertahankan yang tak pantas untuk dipertahankan.;23/10/2020 8:42;47;72;2;Twitter for Mac
1,35E+18;11/01/2021 7:52;ayoo ndukung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/zI3OIVyQvZ;['vaksinasi'];Mia Amelia;;;10/12/2020 7:46;17;46;17;Twitter for Mac
1,35E+18;11/01/2021 7:54;yuk bawa !tata olah vaksinasi covid-19 biar bani Provinsi Sumatera Utara independen dari covid-19 #vaksinasi https://t.co/rOyhxgkgrI;['vaksinasi'];Sukma Putri;;gaboleh sombong;10/12/2020 3:45;13;28;11;Twitter for Mac
1,35E+18;11/01/2021 7:59;Saksikan Live Press Conference dengan topik Hasil Evaluasi Uji Klinik Terkait Persetujuan Penggunaan Darurat/Ermege? https://t.co/It1ddIaEs8;;MNC Trijaya 104.6 FM;Jakarta;The Real News and Information | Akun Resmi | SMS/WA 08121111046³Phone 021-3921717³FB Fan Page: MNC Trijaya ³ email: redaksi@mnctrijaya.com;09/11/2009 4:43;43748;232;5525;Twitter for iPhone
1,35E+18;11/01/2021 8:16;Kenali fakta-fakta penting tentang vaksin COVID-19.;;;;;;;;;
1,35E+18;11/01/2021 8:48;#Vaksinasi COVID-19 di Sumut dimulai dari Medan, Binjai dan Deliserdang - ANTARA #Covid #Covid19 https://t.co/CFUyHgVmxu;['Vaksinasi', 'Covid', 'Covid19'];Berita Covid;;;31/05/2015 15:19;1164;1338;0;IFTTT
1,35E+18;11/01/2021 8:49;Bila Ada Efek Samping Vaksin Pemerintah Tanggung Biaya Perawatan;;;;;;;;;
1,35E+18;11/01/2021 9:00;Hi sohIB!;;;;;;;;;
1,35E+18;11/01/2021 9:09;Besok, 15 Juta Bahan Baku Vaksin Covid Bakal Tiba Di Tanah Air;;;;;;;;;
1,35E+18;11/01/2021 9:28;Menurut @Abe_Mukti  Muhammadiyah sendiri memiliki tiga sikap terkait program vaksinasi pemerintah. Pertama, Muhamma? https://t.co/8JDdxsTkRb;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 4:36;199696;87;1369;Twitter Web App
1,35E+18;11/01/2021 9:28;Kedua, jika syarat pertama terpenuhi Muhammadiyah menurutnya akan mendukung agar vaksinasi berjalan dengan sebaik-b? https://t.co/FidrmMU8Qu;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 4:36;199696;87;1369;Twitter Web App
1,35E+18;11/01/2021 9:28;Ketiga, Muhammadiyah meminta kepada semua pihak untuk menjadikan program vaksinasi sebagai gerakan sosial yang dipe? https://t.co/bMQb06Q6Bo;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 4:36;199696;87;1369;Twitter Web App
1,35E+18;11/01/2021 9:28;Izin penggunaan darurat vaksin Sinovac diumumkan Kepala BPOM Penny K. Lukito dalam konferensi pers secara virtual,? https://t.co/uvQ6j9Thau;;MNC Trijaya 104.6 FM;Jakarta;The Real News and Information | Akun Resmi | SMS/WA 08121111046³Phone 021-3921717³FB Fan Page: MNC Trijaya ³ email: redaksi@mnctrijaya.com;09/11/2009 4:43;43747;232;5525;Twitter Web App
1,35E+18;11/01/2021 9:45;"Insyaallah berita baik dari Badan Pengawas Obat dan Makanan (BPOM) juga bisa segera menyusul,"" ujar Budi Gunadi.? https://t.co/K7rMdy81Z6";;Validnews Indonesia;Jakarta Capital Region, Indone;Akun resmi https://t.co/55annBI0AZ;;;;;
1,35E+18;11/01/2021 10:00;Tahukah kamu, SohIB?;;;;;;;;;
1,35E+18;11/01/2021 10:04;21 Desember 2020, Badan Pengawas Obat Eropa (EMA) dan Komisi Eropa mengizinkan penggunaan #vaksin virus corona? https://t.co/y4ddLmGwL9;['vaksin'];DW Indonesia;Bonn, Jerman;Tempat diskusi asyik bagi para pecinta sains, teknologi, dan lingkungan! Mau dari Indonesia ????, Jerman ????, dan dunia ??????, semua ada di sini!;01/06/2010 8:42;63496;1089;996;Twitter Web App
1,35E+18;11/01/2021 10:08;Yuk cek faktanya seputar vaksin virus corona di IG Live Eka Hospital bersama @sinar_masid pada hari Rabu, 13 Januar? https://t.co/0WO4Sfnje9;;Eka Hospital;BSD-Pekanbaru-Cibubur-Bekasi;A private general hospital committed to provide quality healthcare services.   https://t.co/mLtp4W9P71;;;;;
1,35E+18;11/01/2021 10:32;Badan Pendapatan PPKAD Kabupaten Tanggamus menyatakan tidak ada instruksi pusat untuk menyediakan penanganan Covid-? https://t.co/DZXAbUUbsk;;Lampung Post (Official);Lampung, Indonesia;Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post;09/02/2018 6:38;2571;4815;169;Twitter Web App
1,35E+18;11/01/2021 10:43;BPOM Beri Izin Vaksin Sinovac dgn Efikasi 65,3% https://t.co/ernQoAgkmK  #vaksin #COVID19;['vaksin', 'COVID19'];Independen.id;DKI Jakarta, Indonesia;Media. Akun resmi https://t.co/rkS9gEYdkJ media sindikasi. Berkolaborasi, tumbuh bersama media lokal, mengangkat isu lokal dan isu penting untuk publik.;05/08/2016 12:05;735;70;6;Twitter Web App
1,35E+18;11/01/2021 10:45;info, Pekan ini tenaga kesehatan di Jabar mulai suntik vaksin Covid cek disini untuk selengkapnya? https://t.co/msZcLrS0lP;;simmanews;Bandung |Promo :082136836896;Portal Media Edukatif dan Inspiratif;02/09/2020 7:47;44;106;109;TweetDeck
1,35E+18;11/01/2021 11:00;BPOM Resmi Keluarkan EUA Untuk Vaksin Sinovac;;;;;;;;;
1,35E+18;11/01/2021 11:06;BPOM (@BPOM_RI) akhirnya mengeluarkan izin penggunaan darurat atau EUA untuk vaksin Covid-19. Penny menyebutkan sud? https://t.co/lXf99CcXwL;;Fix Makassar;South Sulawesi, Indonesia;Part of Pikiran Rakyat Media Network | https://t.co/cyniG6yOWN;;;;;
1,35E+18;11/01/2021 11:26;Perkembangan #vaksin di #Indonesia, diiringi dengan kenaikan kasus #COVID19 yang memaksa kita pada PSBB. Ternyata n? https://t.co/MxYGkyBSoC;['vaksin', 'Indonesia', 'COVID19'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ? : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;Twitter for Android
1,35E+18;11/01/2021 11:28;#Tokyo, ibukota #Jepang mencatat refor 2.447 kasus infeksi #COVID19 dalam sehari. Hal ini langsung membuat Perdana? https://t.co/6IgD5OOQ9j;['Tokyo', 'Jepang', 'COVID19'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ? : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;Twitter for Android
1,35E+18;11/01/2021 11:29;"Tak tanggung - tanggung, ""soft #lockdown"" yang dilakukan #Jepang dilakukan hingga 7 Februari. Ini membuat mereka ke? https://t.co/dNZxCx88mB";['lockdown', 'Jepang'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ? : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;Twitter for Android
1,35E+18;11/01/2021 11:30;Ketua Badan Pengawas Obat dan Makanan (BPOM) Penny Lukito memberikan izin penggunaan darurat atau Emergency Use Aut? https://t.co/UtRNhkDfvo;;TIMES INDONESIA;Wisma Mas Isman Jakarta;Media Online Berjaringan No. 1 Indonesia | Berita Positif Indonesia #cekfakta?;;;;;
1,35E+18;11/01/2021 11:30;"Rupanya, #Jepang juga negara yang diisi oleh #manusia biasa. Mereka terlalu ""santai"" melonggarkan #mobilitas pendud? https://t.co/HfAmOvY2BJ";['Jepang', 'manusia', 'mobilitas'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ? : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;Twitter for Android
1,35E+18;11/01/2021 11:32;Profesor penyakit menular dari Universitas #Nagasaki menegaskan bahwa, #Jepang kini sedang mengalami kekurangan? https://t.co/35LltV5D6Y;['Nagasaki', 'Jepang'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ? : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;Twitter for Android
1,35E+18;11/01/2021 11:47;Siapa saja yg tidak boleh di Vaksin COVID19?;;;;;;;;;
1,35E+18;11/01/2021 12:05;MUI NYATAKAN VAKSIN COVID19 SINOVAC HALAL;;;;;;;;;
1,35E+18;11/01/2021 12:06;MUI : VAKSIN COVID19 SINOVAC SUCI DAN HALAL;;;;;;;;;
1,35E+18;11/01/2021 12:07;BPOM Terbitkan izin penggunaan darurat vaksin Covid19 buatan sinovac;;;;;;;;;
1,35E+18;11/01/2021 12:07;Lusa Vaksinasi akan Dimulai;;;;;;;;;
1,35E+18;11/01/2021 12:08;Vaksin Covid19 Produksi Sinovac Suci dan Halal;;;;;;;;;
1,35E+18;11/01/2021 12:09;Dengerin ini vaksin yg mengandung Vero Cell;;;;;;;;;
1,35E+18;11/01/2021 12:20;Enam daerah di Provinsi Lampung masuk dalam zona merah atau resiko tinggi penyebaran covid-19.;;;;;;;;;
1,35E+18;11/01/2021 12:33;Selain memberi dukungan, para anggota legislatif (aleg) bersedia menjadi kelompok pertama yang menjalani vaksinasi? https://t.co/f6s8OJMScU;;gopos.id;Kota Gorontalo, Gorontalo;Akun Resmi dari Media Online https://t.co/PhSZB8JLHW;01/12/2018 9:56;236;37;2;WordPress.com
1,35E+18;11/01/2021 12:47;kenapa harus nakes, kan kita ada wakil rakyat, sebagai wakil nya rakyat, seharusnya mereka yang pertama #covid19? https://t.co/4ywmGFsuys;['covid19'];Marsianus Eka Noviantus;;Vox Populi Vox Dei;04/01/2021 0:04;20;83;0;Twitter for Android
1,35E+18;11/01/2021 12:52;Kota Metro kembali memasuki zona merah dengan jumlah kasus sebanyak 345 pasien yang tercatat oleh Dinas Kesehatan s? https://t.co/r4hwZqWZQO;;Lampung Post (Official);Lampung, Indonesia;Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post;09/02/2018 6:38;2571;4815;169;Twitter Web App
1,35E+18;11/01/2021 12:56;Badan POM Akhirnya Resmi Keluarkan Emergency Use Authorization atau Persetujuan penggunaan dalam kondisi kedarurata? https://t.co/ZL7mfviKXe;;Paket~Kilat~Harga~Ekonomis??;Ciledug, Tangerang 021-7315092;?;;;;;
1,35E+18;11/01/2021 13:00;Jelang vaksinasi yang dimulai 13 Januari 2021, izin penggunaan darurat vaksin tersebut sudah dikeluarkan.? https://t.co/y0qxIaVEcc;;VIVAcoid;Jakarta, Indonesia;#1newstainment;;;;;
1,35E+18;11/01/2021 13:10;BPOM (@BPOM_RI) Terbitkan EUA, Komisi Fatwa MUI: Vaksin Sinovac Halal dan Boleh Digunakan Muslim? https://t.co/ziehQuSiT5;;Majelis Ulama Indonesia;Jalan Proklmasi No 51, Menteng;Wadah Ulama, Zuama, dan Cendekiawan Islam di Indonesia.;;;;;
1,35E+18;11/01/2021 13:11;Kasus terkonfirmasi Covid-19 Lampung kembali bertambah 135 orang.;;;;;;;;;
1,35E+18;11/01/2021 13:12;"""Vaksin bukan tiket aman COVID ya gaes, masih ada kemungkinan kita kena (kayak orang yg udah vaksin cacar air, tete? https://t.co/aJBW79wLZt";;Ayu Mashari;;;05/12/2010 13:18;7513;165;1429;Twitter for Android
